x,y,COOLING_DEGREE_DAYS_FLAG,CLIMATE_IDENTIFIER,STATION_NAME,TOTAL_RAIN_FLAG,ID,TOTAL_PRECIPITATION,MIN_TEMPERATURE_FLAG,LOCAL_DAY,SPEED_MAX_GUST,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS,MIN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN,TOTAL_SNOW_FLAG,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,SNOW_ON_GROUND,LOCAL_DATE,PROVINCE_CODE,MEAN_TEMPERATURE,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,MAX_TEMPERATURE,TOTAL_SNOW,DIRECTION_MAX_GUST,MIN_REL_HUMIDITY,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,LOCAL_YEAR,LOCAL_MONTH,DIRECTION_MAX_GUST_FLAG
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.7,0.5,,7,47,,,4.9,10,,,0.5,,,0,0,1976-06-07 00:00:00,NS,13.1,,,16.1,0,23,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.8,0,,8,39,,,4.1,8.3,,,0,,,0,0,1976-06-08 00:00:00,NS,13.9,,,19.4,0,25,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.9,0,,9,0,,,1.3,11.7,,,0,,,0,0,1976-06-09 00:00:00,NS,16.7,,,21.7,0,0,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.10,0,,10,45,,,1.9,11.1,,,0,,,0,0,1976-06-10 00:00:00,NS,16.1,,,21.1,0,20,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.11,0,,11,53,,,3.8,11.7,,,0,,,0,0,1976-06-11 00:00:00,NS,14.2,,,16.7,0,23,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.6.12,0,,12,69,,,9.4,3.9,,,0,,,0,0,1976-06-12 00:00:00,NS,8.6,,,13.3,0,36,,T,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.13,0,,13,40,,,9.1,3.3,,,0,,,0,0,1976-06-13 00:00:00,NS,8.9,,,14.4,0,27,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.14,0.5,,14,51,,,6,8.9,,,0.5,,,0,0,1976-06-14 00:00:00,NS,12,,,15,0,23,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.15,0,,15,51,,,3.5,12.2,,,0,,,0,0,1976-06-15 00:00:00,NS,14.5,,,16.7,0,23,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.16,0,,16,51,,,2.2,12.2,,,0,,,0,0,1976-06-16 00:00:00,NS,15.8,,,19.4,0,23,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.17,11.4,,17,48,,,4.4,12.2,,,11.4,,,0,0,1976-06-17 00:00:00,NS,13.6,,,15,0,23,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.18,0,,18,0,,,2.1,11.1,,,0,,,0,0,1976-06-18 00:00:00,NS,15.9,,,20.6,0,0,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.19,2.5,,19,0,,,3.8,10,,,2.5,,,0,0,1976-06-19 00:00:00,NS,14.2,,,18.3,0,0,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.20,1,,20,47,,,0,13.9,,,1,,,0.1,0,1976-06-20 00:00:00,NS,18.1,,,22.2,0,20,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.6.21,0,,21,40,,,2.4,13.3,,,0,,,0,0,1976-06-21 00:00:00,NS,15.6,,,17.8,0,20,,T,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.22,0,,22,34,,,2.1,13.9,,,0,,,0,0,1976-06-22 00:00:00,NS,15.9,,,17.8,0,27,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.23,0,,23,37,,,1.6,14.4,,,0,,,0,0,1976-06-23 00:00:00,NS,16.4,,,18.3,0,27,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.24,2.8,,24,58,,,0,13.3,,,2.8,,,0.1,0,1976-06-24 00:00:00,NS,18.1,,,22.8,0,27,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.25,13,,25,45,,,1.3,13.3,,,13,,,0,0,1976-06-25 00:00:00,NS,16.7,,,20,0,20,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.26,3.6,,26,0,,,4.9,11.7,,,3.6,,,0,0,1976-06-26 00:00:00,NS,13.1,,,14.4,0,0,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.27,1,,27,0,,,4.6,11.1,,,1,,,0,0,1976-06-27 00:00:00,NS,13.4,,,15.6,0,0,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.6.28,0,,28,0,,,4.6,11.1,,,0,,,0,0,1976-06-28 00:00:00,NS,13.4,,,15.6,0,0,,T,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.6.29,13,,29,32,,,3.8,11.1,,,13,,,0,0,1976-06-29 00:00:00,NS,14.2,,,17.2,0,18,,,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.6.30,0,,30,0,,,0.5,13.9,,,0,,,0,0,1976-06-30 00:00:00,NS,17.5,,,21.1,0,0,,T,,1976,6,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.1,1.8,,1,40,,,1.9,14.4,,,1.8,,,0,0,1976-07-01 00:00:00,NS,16.1,,,17.8,0,9,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.7.2,0,,2,0,,,3.2,12.8,,,0,,,0,0,1976-07-02 00:00:00,NS,14.8,,,16.7,0,0,,T,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.3,0,,3,0,,,2.2,12.2,,,0,,,0,0,1976-07-03 00:00:00,NS,15.8,,,19.4,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.4,0,,4,0,,,3.8,10,,,0,,,0,0,1976-07-04 00:00:00,NS,14.2,,,18.3,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.5,0,,5,0,,,5.5,6.7,,,0,,,0,0,1976-07-05 00:00:00,NS,12.5,,,18.3,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.6,0,,6,0,,,1.8,10.6,,,0,,,0,0,1976-07-06 00:00:00,NS,16.2,,,21.7,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.7,0,,7,47,,,1.8,11.7,,,0,,,0,0,1976-07-07 00:00:00,NS,16.2,,,20.6,0,20,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.8,0.8,,8,51,,,0,15.6,,,0.8,,,0.4,0,1976-07-08 00:00:00,NS,18.4,,,21.1,0,20,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.9,0,,9,0,,,2.7,12.8,,,0,,,0,0,1976-07-09 00:00:00,NS,15.3,,,17.8,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.10,0,,10,0,,,1.6,11.7,,,0,,,0,0,1976-07-10 00:00:00,NS,16.4,,,21.1,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.7.11,0,,11,0,,,3.2,11.7,,,0,,,0,0,1976-07-11 00:00:00,NS,14.8,,,17.8,0,0,,T,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.12,16.8,,12,60,,,0.8,13.3,,,16.8,,,0,0,1976-07-12 00:00:00,NS,17.2,,,21.1,0,9,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.7.13,0,,13,0,,,3.5,11.1,,,0,,,0,0,1976-07-13 00:00:00,NS,14.5,,,17.8,0,0,,T,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.14,1.3,,14,0,,,3.8,12.2,,,1.3,,,0,0,1976-07-14 00:00:00,NS,14.2,,,16.1,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.7.15,0,,15,37,,,1.9,12.2,,,0,,,0,0,1976-07-15 00:00:00,NS,16.1,,,20,0,32,,T,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.16,0,,16,34,,,2.1,11.1,,,0,,,0,0,1976-07-16 00:00:00,NS,15.9,,,20.6,0,23,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.17,6.9,,17,0,,,2.1,12.8,,,6.9,,,0,0,1976-07-17 00:00:00,NS,15.9,,,18.9,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.18,0.5,,18,0,,,1.9,13.9,,,0.5,,,0,0,1976-07-18 00:00:00,NS,16.1,,,18.3,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.19,0,,19,0,,,1.9,12.2,,,0,,,0,0,1976-07-19 00:00:00,NS,16.1,,,20,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.20,0,,20,47,,,0,15,,,0,,,0.9,0,1976-07-20 00:00:00,NS,18.9,,,22.8,0,25,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.21,11.4,,21,48,,,1.6,14.4,,,11.4,,,0,0,1976-07-21 00:00:00,NS,16.4,,,18.3,0,23,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.7.22,0,,22,0,,,2.7,9.4,,,0,,,0,0,1976-07-22 00:00:00,NS,15.3,,,21.1,0,0,,T,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.23,0,,23,34,,,3,9.4,,,0,,,0,0,1976-07-23 00:00:00,NS,15,,,20.6,0,18,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.24,5.8,,24,48,,,0.7,13.9,,,5.8,,,0,0,1976-07-24 00:00:00,NS,17.3,,,20.6,0,18,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.25,0,,25,35,,,3.8,11.1,,,0,,,0,0,1976-07-25 00:00:00,NS,14.2,,,17.2,0,34,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.26,0,,26,0,,,4.4,8.9,,,0,,,0,0,1976-07-26 00:00:00,NS,13.6,,,18.3,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.7.27,0,,27,48,,,0.2,15,,,0,,,0,0,1976-07-27 00:00:00,NS,17.8,,,20.6,0,20,,T,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.28,0.5,,28,50,,,1.6,12.2,,,0.5,,,0,0,1976-07-28 00:00:00,NS,16.4,,,20.6,0,23,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.29,0,,29,0,,,1,12.8,,,0,,,0,0,1976-07-29 00:00:00,NS,17,,,21.1,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.30,0.5,,30,0,,,0,13.3,,,0.5,,,0.6,0,1976-07-30 00:00:00,NS,18.6,,,23.9,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.7.31,6.4,,31,0,,,2.2,13.3,,,6.4,,,0,0,1976-07-31 00:00:00,NS,15.8,,,18.3,0,0,,,,1976,7,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.8.1,0,,1,0,,,2.4,12.2,,,0,,,0,0,1976-08-01 00:00:00,NS,15.6,,,18.9,0,0,,T,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.2,0,,2,0,,,1.9,12.2,,,0,,,0,0,1976-08-02 00:00:00,NS,16.1,,,20,0,0,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.3,0,,3,0,,,3.3,10,,,0,,,0,0,1976-08-03 00:00:00,NS,14.7,,,19.4,0,0,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.4,0,,4,0,,,4.1,7.8,,,0,,,0,0,1976-08-04 00:00:00,NS,13.9,,,20,0,0,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.8.5,0,,5,40,,,2.1,11.1,,,0,,,0,0,1976-08-05 00:00:00,NS,15.9,,,20.6,0,23,,T,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.8.6,0,,6,56,,,0.5,13.9,,,0,,,0,0,1976-08-06 00:00:00,NS,17.5,,,21.1,0,20,,T,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.7,0.3,,7,0,,,0.5,15.6,,,0.3,,,0,0,1976-08-07 00:00:00,NS,17.5,,,19.4,0,0,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.8,0.3,,8,0,,,0,15.6,,,0.3,,,1.8,0,1976-08-08 00:00:00,NS,19.8,,,23.9,0,0,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.8.9,0,,9,0,,,0,17.8,,,0,,,4.3,0,1976-08-09 00:00:00,NS,22.3,,,26.7,0,0,,T,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.10,0,,10,60,,,0,16.1,,,0,,,2,0,1976-08-10 00:00:00,NS,20,,,23.9,0,20,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.11,0,,11,53,,,0,14.4,,,0,,,0.1,0,1976-08-11 00:00:00,NS,18.1,,,21.7,0,25,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.12,0,,12,37,,,0.7,12.8,,,0,,,0,0,1976-08-12 00:00:00,NS,17.3,,,21.7,0,20,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.13,0,,13,42,,,0.5,14.4,,,0,,,0,0,1976-08-13 00:00:00,NS,17.5,,,20.6,0,23,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.14,0,,14,0,,,0.5,14.4,,,0,,,0,0,1976-08-14 00:00:00,NS,17.5,,,20.6,0,0,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.15,5.1,,15,40,,,0.2,15,,,5.1,,,0,0,1976-08-15 00:00:00,NS,17.8,,,20.6,0,18,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.16,1,,16,50,,,3.5,12.8,,,1,,,0,0,1976-08-16 00:00:00,NS,14.5,,,16.1,0,20,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.17,0,,17,0,,,3,11.1,,,0,,,0,0,1976-08-17 00:00:00,NS,15,,,18.9,0,0,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.18,0,,18,0,,,0.8,11.1,,,0,,,0,0,1976-08-18 00:00:00,NS,17.2,,,23.3,0,0,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.19,0,,19,34,,,3.8,7.8,,,0,,,0,0,1976-08-19 00:00:00,NS,14.2,,,20.6,0,7,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.20,0,,20,34,,,3.3,8.3,,,0,,,0,0,1976-08-20 00:00:00,NS,14.7,,,21.1,0,32,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.21,0,,21,0,,,0,15,,,0,,,2,0,1976-08-21 00:00:00,NS,20,,,25,0,0,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.22,0,,22,0,,,0,16.7,,,0,,,3.7,0,1976-08-22 00:00:00,NS,21.7,,,26.7,0,0,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,T,8206500.1976.8.23,0,,23,0,,,0,15.6,,,0,,,3.4,0,1976-08-23 00:00:00,NS,21.4,,,27.2,0,0,,T,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.24,0,,24,37,,,1.3,11.1,,,0,,,0,0,1976-08-24 00:00:00,NS,16.7,,,22.2,0,32,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.25,0,,25,0,,,1.6,11.7,,,0,,,0,0,1976-08-25 00:00:00,NS,16.4,,,21.1,0,0,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.26,0,,26,0,,,0.7,12.8,,,0,,,0,0,1976-08-26 00:00:00,NS,17.3,,,21.7,0,0,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.27,0,,27,39,,,0,15,,,0,,,0.4,0,1976-08-27 00:00:00,NS,18.4,,,21.7,0,20,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.28,8.4,,28,35,,,0.2,15,,,8.4,,,0,0,1976-08-28 00:00:00,NS,17.8,,,20.6,0,20,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.29,15.5,,29,47,,,0,16.1,,,15.5,,,0.9,0,1976-08-29 00:00:00,NS,18.9,,,21.7,0,18,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.30,0.3,,30,45,,,4.1,10.6,,,0.3,,,0,0,1976-08-30 00:00:00,NS,13.9,,,17.2,0,27,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.8.31,0,,31,45,,,5.2,10,,,0,,,0,0,1976-08-31 00:00:00,NS,12.8,,,15.6,0,32,,,,1976,8,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.1,0,,1,34,,,4.1,8.9,,,0,,,0,0,1976-09-01 00:00:00,NS,13.9,,,18.9,0,18,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.2,20.8,,2,39,,,4.4,11.1,,,20.8,,,0,0,1976-09-02 00:00:00,NS,13.6,,,16.1,0,20,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.3,1.5,,3,40,,,6,6.7,,,1.5,,,0,0,1976-09-03 00:00:00,NS,12,,,17.2,0,32,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.4,0,,4,50,,,6,6.1,,,0,,,0,0,1976-09-04 00:00:00,NS,12,,,17.8,0,18,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.5,10.7,,5,40,,,2.1,10,,,10.7,,,0,0,1976-09-05 00:00:00,NS,15.9,,,21.7,0,20,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.6,0,,6,40,,,4.6,11.1,,,0,,,0,0,1976-09-06 00:00:00,NS,13.4,,,15.6,0,27,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.7,0,,7,0,,,4.9,10.6,,,0,,,0,0,1976-09-07 00:00:00,NS,13.1,,,15.6,0,0,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.8,0,,8,42,,,6.9,7.8,,,0,,,0,0,1976-09-08 00:00:00,NS,11.1,,,14.4,0,34,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.9,0,,9,40,,,6.3,8.3,,,0,,,0,0,1976-09-09 00:00:00,NS,11.7,,,15,0,32,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.10,0,,10,0,,,4.9,8.3,,,0,,,0,0,1976-09-10 00:00:00,NS,13.1,,,17.8,0,0,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.11,24.1,,11,47,,,2.7,10.6,,,24.1,,,0,0,1976-09-11 00:00:00,NS,15.3,,,20,0,18,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.12,0.5,,12,37,,,3.3,12.2,,,0.5,,,0,0,1976-09-12 00:00:00,NS,14.7,,,17.2,0,27,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.13,0,,13,40,,,2.7,11.7,,,0,,,0,0,1976-09-13 00:00:00,NS,15.3,,,18.9,0,32,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.14,0,,14,0,,,1,12.8,,,0,,,0,0,1976-09-14 00:00:00,NS,17,,,21.1,0,0,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.15,0,,15,34,,,2.4,11.1,,,0,,,0,0,1976-09-15 00:00:00,NS,15.6,,,20,0,25,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.16,0,,16,0,,,1.6,13.3,,,0,,,0,0,1976-09-16 00:00:00,NS,16.4,,,19.4,0,0,,,,1976,9,
-66.0886111111111,43.83083333333333,,8206500,YARMOUTH A,,8206500.1976.9.17,3.6,,17,0,,,0.7,13.9,,,3.6,,,0,0,1976-09-17 00:00:00,NS,17.3,,,20.6,0,0,,,,1976,9,
