x,y,TOTAL_RAIN,TOTAL_SNOW,PROVINCE_CODE,CLIMATE_IDENTIFIER,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,MEAN_TEMPERATURE_FLAG,LOCAL_MONTH,HEATING_DEGREE_DAYS,MIN_REL_HUMIDITY,ID,TOTAL_PRECIPITATION,SNOW_ON_GROUND,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,MAX_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,LOCAL_DAY,MIN_TEMPERATURE,SNOW_ON_GROUND_FLAG,SPEED_MAX_GUST,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY_FLAG,TOTAL_RAIN_FLAG,LOCAL_YEAR,STATION_NAME,LOCAL_DATE,MEAN_TEMPERATURE,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,TOTAL_SNOW_FLAG,COOLING_DEGREE_DAYS_FLAG
-66.0886111111111,43.83083333333333,0,2,NS,8206500,,,,12,23.8,,8206500.2003.12.3,2,1,E,0,-4.3,,M,,3,-7.3,,43,,M,,2003,YARMOUTH A,2003-12-03 00:00:00,-5.8,34,E,,
-66.0886111111111,43.83083333333333,0,0.2,NS,8206500,,,,12,23.1,,8206500.2003.12.4,0.2,4,E,0,-3.8,,M,,4,-6.3,,35,,M,,2003,YARMOUTH A,2003-12-04 00:00:00,-5.1,32,E,,
-66.0886111111111,43.83083333333333,0,0.6,NS,8206500,,,,12,25.6,,8206500.2003.12.5,0.6,4,,0,-4.3,,M,,5,-10.8,,0,,M,,2003,YARMOUTH A,2003-12-05 00:00:00,-7.6,0,,,
-66.0886111111111,43.83083333333333,0,2.6,NS,8206500,,,,12,21.4,,8206500.2003.12.6,2.6,5,E,0,0.2,,M,,6,-6.9,,63,,M,,2003,YARMOUTH A,2003-12-06 00:00:00,-3.4,8,E,,
-66.0886111111111,43.83083333333333,0.8,2,NS,8206500,,,,12,17,,8206500.2003.12.7,3,3,E,0,2.3,,M,,7,-0.3,,59,,M,,2003,YARMOUTH A,2003-12-07 00:00:00,1,9,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,17.2,,8206500.2003.12.8,0,0,E,0,1.7,T,M,,8,-0.1,T,37,,M,,2003,YARMOUTH A,2003-12-08 00:00:00,0.8,35,E,T,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,18.9,,8206500.2003.12.9,0,0,,0,2.2,T,M,,9,-4,T,0,,M,,2003,YARMOUTH A,2003-12-09 00:00:00,-0.9,0,,T,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,19.2,,8206500.2003.12.10,0,0,,0,3,,M,,10,-5.4,T,0,,M,,2003,YARMOUTH A,2003-12-10 00:00:00,-1.2,0,,,
-66.0886111111111,43.83083333333333,11.4,0,NS,8206500,,,,12,14.4,,8206500.2003.12.11,11.4,0,E,0,12.2,,M,,11,-5,,57,,M,,2003,YARMOUTH A,2003-12-11 00:00:00,3.6,14,E,,
-66.0886111111111,43.83083333333333,1.2,0,NS,8206500,,,,12,14,,8206500.2003.12.12,1.2,0,E,0,9.3,,M,,12,-1.4,,50,,M,,2003,YARMOUTH A,2003-12-12 00:00:00,4,28,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,21.9,,8206500.2003.12.13,0,0,E,0,-0.6,T,M,,13,-7.2,T,41,,M,,2003,YARMOUTH A,2003-12-13 00:00:00,-3.9,31,E,T,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,23.2,,8206500.2003.12.14,0,0,,0,-1.7,T,M,,14,-8.6,T,0,,M,,2003,YARMOUTH A,2003-12-14 00:00:00,-5.2,0,,T,
-66.0886111111111,43.83083333333333,30.6,6.8,NS,8206500,,,,12,14.8,,8206500.2003.12.15,37.4,4,E,0,8,,M,,15,-1.7,,72,,M,,2003,YARMOUTH A,2003-12-15 00:00:00,3.2,32,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,18.6,,8206500.2003.12.16,0,0,E,0,1.6,T,M,,16,-2.7,T,69,,M,,2003,YARMOUTH A,2003-12-16 00:00:00,-0.6,32,E,T,
-66.0886111111111,43.83083333333333,2.8,0,NS,8206500,,,,12,15.5,,8206500.2003.12.17,2.8,0,E,0,9.8,,M,,17,-4.8,T,43,,M,,2003,YARMOUTH A,2003-12-17 00:00:00,2.5,12,E,,
-66.0886111111111,43.83083333333333,20.8,0,NS,8206500,,,,12,11,,8206500.2003.12.18,20.8,0,E,0,11.4,,M,,18,2.6,,59,,M,,2003,YARMOUTH A,2003-12-18 00:00:00,7,13,E,T,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,18.7,,8206500.2003.12.19,0,0,,0,3.2,T,M,,19,-4.5,,0,,M,,2003,YARMOUTH A,2003-12-19 00:00:00,-0.7,0,,T,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,20.3,,8206500.2003.12.20,0,0,,0,0.8,T,M,,20,-5.4,,0,,M,,2003,YARMOUTH A,2003-12-20 00:00:00,-2.3,0,,T,
-66.0886111111111,43.83083333333333,0,0.4,NS,8206500,,,,12,19.8,,8206500.2003.12.21,0.4,0,E,0,2.8,,M,,21,-6.4,,37,,M,,2003,YARMOUTH A,2003-12-21 00:00:00,-1.8,26,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,14.6,,8206500.2003.12.22,0,0,,0,6.2,,M,,22,0.6,,0,,M,,2003,YARMOUTH A,2003-12-22 00:00:00,3.4,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,13.8,,8206500.2003.12.23,0,0,,0,8.2,,M,,23,0.1,,0,,M,,2003,YARMOUTH A,2003-12-23 00:00:00,4.2,0,,,
-66.0886111111111,43.83083333333333,8,0,NS,8206500,,,,12,8.5,,8206500.2003.12.24,8,0,E,0,13.8,,M,,24,5.1,,43,,M,,2003,YARMOUTH A,2003-12-24 00:00:00,9.5,17,E,,
-66.0886111111111,43.83083333333333,13,0,NS,8206500,,,,12,8.9,,8206500.2003.12.25,13,0,,0,13,,M,,25,5.1,,0,,M,,2003,YARMOUTH A,2003-12-25 00:00:00,9.1,0,,,
-66.0886111111111,43.83083333333333,1,2.2,NS,8206500,,,,12,14.9,,8206500.2003.12.26,3.2,0,E,0,5.5,,M,,26,0.6,,46,,M,,2003,YARMOUTH A,2003-12-26 00:00:00,3.1,24,E,,
-66.0886111111111,43.83083333333333,0,0.6,NS,8206500,,,,12,17.7,,8206500.2003.12.27,0.6,0,E,0,2.5,,M,,27,-1.9,,32,,M,T,2003,YARMOUTH A,2003-12-27 00:00:00,0.3,33,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,17.9,,8206500.2003.12.28,0,0,,0,4,,M,,28,-3.9,,0,,M,,2003,YARMOUTH A,2003-12-28 00:00:00,0.1,0,,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,15.3,,8206500.2003.12.29,0,0,,0,7.9,,M,,29,-2.5,,0,,M,,2003,YARMOUTH A,2003-12-29 00:00:00,2.7,0,,,
-66.0886111111111,43.83083333333333,0.4,0,NS,8206500,,,,12,15,,8206500.2003.12.30,0.4,0,E,0,8.7,,M,,30,-2.8,,39,,M,,2003,YARMOUTH A,2003-12-30 00:00:00,3,28,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,12,15.6,,8206500.2003.12.31,0,0,E,0,5.2,,M,,31,-0.4,,52,,M,,2003,YARMOUTH A,2003-12-31 00:00:00,2.4,30,E,,
-66.0886111111111,43.83083333333333,0.2,0,NS,8206500,,,,1,17.1,,8206500.2004.1.1,0.2,0,E,0,4.7,,M,,1,-3,,44,,M,,2004,YARMOUTH A,2004-01-01 00:00:00,0.9,31,E,,
-66.0886111111111,43.83083333333333,0,1,NS,8206500,,,,1,22.3,,8206500.2004.1.2,1,0,,0,-2.4,,M,,2,-6.1,,0,,M,,2004,YARMOUTH A,2004-01-02 00:00:00,-4.3,0,,,
-66.0886111111111,43.83083333333333,9.6,0,NS,8206500,,,,1,17.7,,8206500.2004.1.3,9.6,1,,0,5.8,,M,,3,-5.2,,0,,M,,2004,YARMOUTH A,2004-01-03 00:00:00,0.3,0,,T,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,1,14.1,,8206500.2004.1.4,0,0,,0,7,,M,,4,0.7,,0,,M,,2004,YARMOUTH A,2004-01-04 00:00:00,3.9,0,,,
-66.0886111111111,43.83083333333333,0.2,0.2,NS,8206500,,,,1,18.4,,8206500.2004.1.5,0.4,0,,0,0.9,,M,,5,-1.7,,0,,M,,2004,YARMOUTH A,2004-01-05 00:00:00,-0.4,0,,,
-66.0886111111111,43.83083333333333,0,1.6,NS,8206500,,,,1,19.2,,8206500.2004.1.6,1.4,1,,0,0.2,,M,,6,-2.5,,0,,M,,2004,YARMOUTH A,2004-01-06 00:00:00,-1.2,0,,,
-66.0886111111111,43.83083333333333,0,1.6,NS,8206500,,,,1,23.4,,8206500.2004.1.7,1.6,2,E,0,-2,,M,,7,-8.7,,59,,M,,2004,YARMOUTH A,2004-01-07 00:00:00,-5.4,30,E,,
-66.0886111111111,43.83083333333333,0,3.6,NS,8206500,,,,1,30.2,,8206500.2004.1.8,3.6,6,E,0,-8,,M,,8,-16.4,,61,,M,,2004,YARMOUTH A,2004-01-08 00:00:00,-12.2,29,E,,
-66.0886111111111,43.83083333333333,0,4.4,NS,8206500,,,,1,31,,8206500.2004.1.9,4.4,5,,0,-11.6,,M,,9,-14.4,,0,,M,,2004,YARMOUTH A,2004-01-09 00:00:00,-13,0,,,
-66.0886111111111,43.83083333333333,0,6.6,NS,8206500,,,,1,32.5,,8206500.2004.1.10,6.6,9,,0,-13.4,,M,,10,-15.5,,0,,M,,2004,YARMOUTH A,2004-01-10 00:00:00,-14.5,0,,,
-66.0886111111111,43.83083333333333,0,1.4,NS,8206500,,,,1,26.3,,8206500.2004.1.11,1.4,15,,0,-2,,M,,11,-14.5,,0,,M,,2004,YARMOUTH A,2004-01-11 00:00:00,-8.3,0,,,
-66.0886111111111,43.83083333333333,0,7.8,NS,8206500,,,,1,20.9,,8206500.2004.1.12,7.8,13,,0,-0.9,,M,,12,-4.9,,0,,M,,2004,YARMOUTH A,2004-01-12 00:00:00,-2.9,0,,,
-66.0886111111111,43.83083333333333,0,5.4,NS,8206500,,,,1,23.8,,8206500.2004.1.13,5.4,19,E,0,1.4,,M,,13,-12.9,,56,,M,,2004,YARMOUTH A,2004-01-13 00:00:00,-5.8,31,E,,
-66.0886111111111,43.83083333333333,0,3,NS,8206500,,,,1,34.2,,8206500.2004.1.14,3,18,E,0,-12.8,,M,,14,-19.5,,50,,M,,2004,YARMOUTH A,2004-01-14 00:00:00,-16.2,31,E,,
-66.0886111111111,43.83083333333333,0,1.4,NS,8206500,,,,1,34.5,,8206500.2004.1.15,1.4,17,E,0,-14.1,,M,,15,-18.9,,37,,M,,2004,YARMOUTH A,2004-01-15 00:00:00,-16.5,31,E,,
-66.0886111111111,43.83083333333333,0,2.6,NS,8206500,,,,1,29.9,,8206500.2004.1.16,2.6,17,E,0,-3.8,,M,,16,-19.9,,57,,M,,2004,YARMOUTH A,2004-01-16 00:00:00,-11.9,31,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,1,19.9,,8206500.2004.1.17,0,15,E,0,0.8,T,M,,17,-4.6,,52,,M,,2004,YARMOUTH A,2004-01-17 00:00:00,-1.9,32,E,T,
-66.0886111111111,43.83083333333333,0,12,NS,8206500,,,,1,21.3,,8206500.2004.1.18,12,15,,0,0.2,,M,,18,-6.7,,0,,M,T,2004,YARMOUTH A,2004-01-18 00:00:00,-3.3,0,,,
-66.0886111111111,43.83083333333333,0.2,3.2,NS,8206500,,,,1,20.3,,8206500.2004.1.19,3.4,25,E,0,0.3,,M,,19,-4.8,,41,,M,,2004,YARMOUTH A,2004-01-19 00:00:00,-2.3,28,E,,
-66.0886111111111,43.83083333333333,0,0.2,NS,8206500,,,,1,22.3,,8206500.2004.1.20,0.2,24,E,0,-3.1,,M,,20,-5.4,,41,,M,,2004,YARMOUTH A,2004-01-20 00:00:00,-4.3,31,E,,
-66.0886111111111,43.83083333333333,0,0,NS,8206500,,,,1,23.6,,8206500.2004.1.21,0,24,,0,-2.5,T,M,,21,-8.6,,0,,M,,2004,YARMOUTH A,2004-01-21 00:00:00,-5.6,0,,T,
-66.0886111111111,43.83083333333333,0,6.8,NS,8206500,,,,1,23.7,,8206500.2004.1.22,6.8,24,,0,0.6,,M,,22,-12,,0,,M,,2004,YARMOUTH A,2004-01-22 00:00:00,-5.7,0,,,
-66.0886111111111,43.83083333333333,0,2,NS,8206500,,,,1,23.8,,8206500.2004.1.23,2,30,E,0,0.1,,M,,23,-11.7,,35,,M,,2004,YARMOUTH A,2004-01-23 00:00:00,-5.8,31,E,,
-66.0886111111111,43.83083333333333,0,2.4,NS,8206500,,,,1,31.7,,8206500.2004.1.24,2.4,28,E,0,-11.6,,M,,24,-15.8,,35,,M,,2004,YARMOUTH A,2004-01-24 00:00:00,-13.7,33,E,,
-66.0886111111111,43.83083333333333,0,4,NS,8206500,,,,1,32.9,,8206500.2004.1.25,4,30,E,0,-12.9,,M,,25,-16.9,,39,,M,,2004,YARMOUTH A,2004-01-25 00:00:00,-14.9,34,E,,
-66.0886111111111,43.83083333333333,0,3.6,NS,8206500,,,,1,32.3,,8206500.2004.1.26,3.6,32,E,0,-11.6,,M,,26,-17,,44,,M,,2004,YARMOUTH A,2004-01-26 00:00:00,-14.3,34,E,,
-66.0886111111111,43.83083333333333,0,0.2,NS,8206500,,,,1,28.9,,8206500.2004.1.27,0.2,33,E,0,-6.7,,M,,27,-15.1,,37,,M,,2004,YARMOUTH A,2004-01-27 00:00:00,-10.9,33,E,,
-66.0886111111111,43.83083333333333,0,0.2,NS,8206500,,,,1,29.5,,8206500.2004.1.28,0.2,32,,0,-5.7,,M,,28,-17.2,,0,,M,,2004,YARMOUTH A,2004-01-28 00:00:00,-11.5,0,,,
-66.0886111111111,43.83083333333333,0,3.2,NS,8206500,,,,1,23.7,,8206500.2004.1.29,3.2,31,E,0,-4.6,,M,,29,-6.8,,44,,M,,2004,YARMOUTH A,2004-01-29 00:00:00,-5.7,30,E,,
