x,y,CLIMATE_IDENTIFIER,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,LOCAL_MONTH,PROVINCE_CODE,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,MIN_TEMPERATURE,SNOW_ON_GROUND,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW_FLAG,SPEED_MAX_GUST,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,LOCAL_DAY,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,TOTAL_SNOW,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN,LOCAL_YEAR,DIRECTION_MAX_GUST,ID,MAX_TEMPERATURE_FLAG,LOCAL_DATE,MAX_TEMPERATURE,TOTAL_RAIN_FLAG,STATION_NAME,MAX_REL_HUMIDITY
-66.0886111111111,43.8308333333333,8206500,,0.6,,2,NS,,,-1.6,8,0,M,,0,,,,22,17.4,M,0.8,0.6,,,0.2,2010,0,8206500.2010.2.22,,2010-02-22 00:00:00,2.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,2,,2,NS,,T,-0.6,8,0,M,T,32,,,,23,16,M,0,0,,E,0,2010,9,8206500.2010.2.23,,2010-02-23 00:00:00,4.5,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,1.9,,2,NS,,T,-0.1,8,0,M,T,59,,,,24,16.1,M,0,0,,E,0,2010,9,8206500.2010.2.24,,2010-02-24 00:00:00,3.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,3.6,,2,NS,,,1.8,5,0,M,,85,,,,25,14.4,M,12.4,0,,E,12.4,2010,9,8206500.2010.2.25,,2010-02-25 00:00:00,5.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,3.7,,2,NS,,,0.8,0,0,M,,78,,,,26,14.3,M,32,0,,E,32,2010,9,8206500.2010.2.26,,2010-02-26 00:00:00,6.5,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,2.9,,2,NS,,,0.1,0,0,M,T,0,,,,27,15.1,M,7.6,0,,,7.6,2010,0,8206500.2010.2.27,,2010-02-27 00:00:00,5.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,3.5,,2,NS,,,1.8,0,0,M,,70,,,,28,14.5,M,25.4,0,,E,25.4,2010,3,8206500.2010.2.28,,2010-02-28 00:00:00,5.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,3.4,,3,NS,,,1.1,0,0,M,,74,,,,1,14.6,M,0.8,0,,E,0.8,2010,5,8206500.2010.3.1,,2010-03-01 00:00:00,5.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,2.9,,3,NS,,T,-0.3,0,0,M,T,46,,,,2,15.1,M,0,0,,E,0,2010,35,8206500.2010.3.2,,2010-03-02 00:00:00,6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,1.1,,3,NS,,T,-0.6,0,0,M,T,37,T,,,3,16.9,M,0,0,,E,0,2010,5,8206500.2010.3.3,,2010-03-03 00:00:00,2.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,0.5,,3,NS,,,-1.5,0,0,M,,63,T,,,4,17.5,M,11.8,11.8,,E,0,2010,3,8206500.2010.3.4,,2010-03-04 00:00:00,2.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,-1.7,,3,NS,,,-4.2,8,0,M,,56,,,,5,19.7,M,0,0,,E,0,2010,2,8206500.2010.3.5,,2010-03-05 00:00:00,0.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,0.1,,3,NS,,,-4.1,7,0,M,,44,,,,6,17.9,M,0,0,,E,0,2010,33,8206500.2010.3.6,,2010-03-06 00:00:00,4.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,1.1,,3,NS,,,-3.2,6,0,M,,0,,,,7,16.9,M,0,0,,,0,2010,0,8206500.2010.3.7,,2010-03-07 00:00:00,5.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,4.4,,3,NS,,,1.5,2,0,M,,37,,,,8,13.6,M,0,0,,E,0,2010,28,8206500.2010.3.8,,2010-03-08 00:00:00,7.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,-0.4,,3,NS,,,-3.3,0,0,M,,43,,,,9,18.4,M,0,0,,E,0,2010,32,8206500.2010.3.9,,2010-03-09 00:00:00,2.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,-0.6,,3,NS,,,-4.9,1,0,M,,0,,,,10,18.6,M,0,0,,,0,2010,0,8206500.2010.3.10,,2010-03-10 00:00:00,3.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,1.3,,3,NS,,,-3.6,1,0,M,,0,,,,11,16.7,M,0,0,,,0,2010,0,8206500.2010.3.11,,2010-03-11 00:00:00,6.2,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,1.3,,3,NS,,,-4.7,1,0,M,,0,,,,12,16.7,M,0,0,,,0,2010,0,8206500.2010.3.12,,2010-03-12 00:00:00,7.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,2.3,,3,NS,,,-3.1,1,0,M,,48,,,,13,15.7,M,0,0,,E,0,2010,10,8206500.2010.3.13,,2010-03-13 00:00:00,7.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,3.9,,3,NS,,,0.1,0,0,M,,65,,,,14,14.1,M,16.4,0,,E,16.4,2010,10,8206500.2010.3.14,,2010-03-14 00:00:00,7.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,5.8,,3,NS,,,1.4,0,0,M,,52,,,,15,12.2,M,5.8,0,,E,5.8,2010,7,8206500.2010.3.15,,2010-03-15 00:00:00,10.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,5.4,,3,NS,,,-1.4,0,0,M,,35,,,,16,12.6,M,0,0,,E,0,2010,5,8206500.2010.3.16,,2010-03-16 00:00:00,12.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,4.8,,3,NS,,,-0.4,0,0,M,,35,,,,17,13.2,M,0,0,,E,0,2010,25,8206500.2010.3.17,,2010-03-17 00:00:00,9.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,4.8,,3,NS,,,0.8,0,0,M,,43,,,,18,13.2,M,0,0,,E,0,2010,28,8206500.2010.3.18,,2010-03-18 00:00:00,8.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,6.8,,3,NS,,,0.2,0,0,M,,0,,,,19,11.2,M,0,0,,,0,2010,0,8206500.2010.3.19,,2010-03-19 00:00:00,13.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,7.3,,3,NS,,,3.2,0,0,M,,0,,,,20,10.7,M,0,0,,,0,2010,0,8206500.2010.3.20,,2010-03-20 00:00:00,11.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,6.6,,3,NS,,,2.2,0,0,M,,33,,,,21,11.4,M,0,0,,E,0,2010,14,8206500.2010.3.21,,2010-03-21 00:00:00,10.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,6.3,,3,NS,,,4.5,0,0,M,,0,,,,22,11.7,M,2,0,,,2,2010,0,8206500.2010.3.22,,2010-03-22 00:00:00,8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,7,,3,NS,,,5.1,0,0,M,,59,,,,23,11,M,32,0,,E,32,2010,8,8206500.2010.3.23,,2010-03-23 00:00:00,8.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,3.7,,3,NS,,,1.5,0,0,M,,74,,,,24,14.3,M,2,0,,E,2,2010,32,8206500.2010.3.24,,2010-03-24 00:00:00,5.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,4.9,,3,NS,,,1.6,0,0,M,,56,,,,25,13.1,M,0.4,0,,E,0.4,2010,33,8206500.2010.3.25,,2010-03-25 00:00:00,8.2,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,0.7,,3,NS,,,-5.6,0,0,M,,56,,,,26,17.3,M,8,0.4,,E,7.6,2010,35,8206500.2010.3.26,,2010-03-26 00:00:00,6.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,-4.7,,3,NS,,,-7.6,0,0,M,,46,,,,27,22.7,M,0,0,,E,0,2010,36,8206500.2010.3.27,,2010-03-27 00:00:00,-1.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,-3,,3,NS,,,-8.7,0,0,M,,39,,,,28,21,M,0,0,,E,0,2010,16,8206500.2010.3.28,,2010-03-28 00:00:00,2.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,6,,3,NS,,,2.6,0,0,M,,59,,,,29,12,M,0.6,0,,E,0.6,2010,17,8206500.2010.3.29,,2010-03-29 00:00:00,9.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,11.2,,3,NS,,,8.4,0,0,M,,46,,,,30,6.8,M,14,0,,E,14,2010,10,8206500.2010.3.30,,2010-03-30 00:00:00,13.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,10.4,,3,NS,,,6.6,0,0,M,,35,,,,31,7.6,M,0.2,0,,E,0.2,2010,2,8206500.2010.3.31,,2010-03-31 00:00:00,14.2,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,10.7,,4,NS,,,5,0,0,M,,33,,,,1,7.3,M,0,0,,E,0,2010,36,8206500.2010.4.1,,2010-04-01 00:00:00,16.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,10.7,,4,NS,,T,6.2,0,0,M,,0,,,,2,7.3,M,0,0,,,0,2010,0,8206500.2010.4.2,,2010-04-02 00:00:00,15.2,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,8.2,,4,NS,,,4.4,0,0,M,,0,,,,3,9.8,M,0,0,,,0,2010,0,8206500.2010.4.3,,2010-04-03 00:00:00,11.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,7.2,,4,NS,,,4,0,0,M,,33,,,,4,10.8,M,0,0,,E,0,2010,24,8206500.2010.4.4,,2010-04-04 00:00:00,10.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,6.8,,4,NS,,,3.4,0,0,M,,39,,,,5,11.2,M,0,0,,E,0,2010,20,8206500.2010.4.5,,2010-04-05 00:00:00,10.2,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,10.1,,4,NS,,T,5.9,0,0,M,,46,,,,6,7.9,M,0,0,,E,0,2010,35,8206500.2010.4.6,,2010-04-06 00:00:00,14.3,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,6.8,,4,NS,,,1.6,0,0,M,,32,,,,7,11.2,M,2.2,0,,E,2.2,2010,16,8206500.2010.4.7,,2010-04-07 00:00:00,12,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,10.7,,4,NS,,,4.4,0,0,M,,39,,,,8,7.3,M,0.4,0,,E,0.4,2010,14,8206500.2010.4.8,,2010-04-08 00:00:00,16.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,10.6,,4,NS,,,6.9,0,0,M,,52,,,,9,7.4,M,5.4,0,,E,5.4,2010,16,8206500.2010.4.9,,2010-04-09 00:00:00,14.2,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,7.4,,4,NS,,,4,0,0,M,,59,,,,10,10.6,M,0.4,0,,E,0.4,2010,20,8206500.2010.4.10,,2010-04-10 00:00:00,10.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,6.8,,4,NS,,,3.2,0,0,M,,41,,,,11,11.2,M,0,0,,E,0,2010,25,8206500.2010.4.11,,2010-04-11 00:00:00,10.3,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,6.7,,4,NS,,,3,0,0,M,,0,,,,12,11.3,M,0,0,,,0,2010,0,8206500.2010.4.12,,2010-04-12 00:00:00,10.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,5,,4,NS,,,0.1,0,0,M,,43,,,,13,13,M,0,0,,E,0,2010,31,8206500.2010.4.13,,2010-04-13 00:00:00,9.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,3.7,,4,NS,,T,-1.8,0,0,M,,48,,,,14,14.3,M,0,0,,E,0,2010,23,8206500.2010.4.14,,2010-04-14 00:00:00,9.1,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,4.9,,4,NS,,,-1.1,0,0,M,,41,,,,15,13.1,M,5.4,0,,E,5.4,2010,32,8206500.2010.4.15,,2010-04-15 00:00:00,10.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,2.6,,4,NS,,,-2.4,0,0,M,,41,,,,16,15.4,M,0,0,,E,0,2010,33,8206500.2010.4.16,,2010-04-16 00:00:00,7.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,1.5,,4,NS,,,-3.6,0,0,M,,0,,,,17,16.5,M,0,0,,,0,2010,0,8206500.2010.4.17,,2010-04-17 00:00:00,6.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,3.9,,4,NS,,,-0.3,0,0,M,,39,,,,18,14.1,M,0,0,,E,0,2010,31,8206500.2010.4.18,,2010-04-18 00:00:00,8.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,6.3,,4,NS,,,3,0,0,M,,57,,,,19,11.7,M,3.6,0,,E,3.6,2010,35,8206500.2010.4.19,,2010-04-19 00:00:00,9.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,8.2,,4,NS,,,4.7,0,0,M,,41,,,,20,9.8,M,0,0,,E,0,2010,33,8206500.2010.4.20,,2010-04-20 00:00:00,11.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,7.9,,4,NS,,,1.9,0,0,M,,0,,,,21,10.1,M,0,0,,,0,2010,0,8206500.2010.4.21,,2010-04-21 00:00:00,13.8,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,8.9,,4,NS,,,3.2,0,0,M,,33,,,,22,9.1,M,0,0,,E,0,2010,23,8206500.2010.4.22,,2010-04-22 00:00:00,14.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,8,,4,NS,,,2.5,0,0,M,,33,,,,23,10,M,2.4,0,,E,2.4,2010,28,8206500.2010.4.23,,2010-04-23 00:00:00,13.5,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,8.3,,4,NS,,,4.1,0,0,M,,35,,,,24,9.7,M,0,0,,E,0,2010,31,8206500.2010.4.24,,2010-04-24 00:00:00,12.4,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,7.1,,4,NS,,T,3.4,0,0,M,,33,,,,25,10.9,M,0,0,,E,0,2010,21,8206500.2010.4.25,,2010-04-25 00:00:00,10.8,T,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,7.5,,4,NS,,,1.4,0,0,M,,0,,,,26,10.5,M,0,0,,,0,2010,0,8206500.2010.4.26,,2010-04-26 00:00:00,13.5,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,8.1,,4,NS,,,6.2,0,0,M,,0,,,,27,9.9,M,2.4,0,,,2.4,2010,0,8206500.2010.4.27,,2010-04-27 00:00:00,9.9,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,4.3,,4,NS,,,0.4,0,0,M,,39,,,,28,13.7,M,1.4,0,,E,1.4,2010,26,8206500.2010.4.28,,2010-04-28 00:00:00,8.1,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,5.2,,4,NS,,,0.8,0,0,M,,57,,,,29,12.8,M,0.2,0,,E,0.2,2010,30,8206500.2010.4.29,,2010-04-29 00:00:00,9.6,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,8.9,,4,NS,,,6,0,0,M,,46,,,,30,9.1,M,0,0,,E,0,2010,29,8206500.2010.4.30,,2010-04-30 00:00:00,11.7,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,E,11.5,,5,NS,,,6.4,0,0,M,,41,,,,1,6.5,M,0,0,,E,0,2010,31,8206500.2010.5.1,,2010-05-01 00:00:00,16.5,,YARMOUTH A,
-66.0886111111111,43.8308333333333,8206500,,11,,5,NS,,T,7.6,0,0,M,,0,,,,2,7,M,0,0,,,0,2010,0,8206500.2010.5.2,,2010-05-02 00:00:00,14.3,T,YARMOUTH A,
